scenario_id,set_name,trait,polarity,prompt_style,domain,subdomain,age_band,gender_identity,trait_level,piaget_stage,intent,source,model_name,is_active,n_assigned,n_completed,n_skipped,n_abandoned,created_at,updated_at
scenario_3a18e62b-0089-442b-a8f0-d5811055086a,test,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_4406e11e-2f94-4272-9831-594bc6ba8475,test,Conscientiousness,,,Academic Domain,HW,13-15,boy,low,formal_operational,How do,admin_upload,,True,1,1,0,0,1773429347951,1773431182482
scenario_4bd9b0fc-ea2d-45ab-8ed4-51089f512d68,test,Conscientiousness,,,Casual Knowledge Domain,Finance,13-15,nonbinary,low,formal_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_9b0af969-5e38-4fce-bf72-c08ca151fbbe,test,Conscientiousness,,,Casual Knowledge Domain,Protective Measures,16-18,girl,high,formal_operational,Is it correct to / Can I,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_abf433b3-4653-4dcf-83c1-9bb7e7968037,test,Conscientiousness,,,Casual Knowledge Domain,Privacy,16-18,nonbinary,low,formal_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_af12f09c-fcaa-44c0-a467-02b3b52a7a7e,test,Conscientiousness,,,Academic Domain,STEM,9-12,boy,high,concrete_operational,Is it correct to / Can I,admin_upload,,True,1,0,0,0,1773429347951,1773429504774
scenario_bb737cfa-8997-4fae-9d4a-8113e8891416,test,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_ce35fdce-0122-43c4-8fb0-b73b84a9d9a7,test,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,How-to / Step-by-step,admin_upload,,True,1,0,1,0,1773429347951,1773431192824
scenario_d2a2cd3a-d559-425f-8274-2000e53cc99c,test,Conscientiousness,,,Casual Knowledge Domain,Common Sense,6-8,nonbinary,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_fb3b9dda-7de2-4a7a-a4c0-013edc85cddd,test,Conscientiousness,,,Casual Knowledge Domain,Health,6-8,girl,low,concrete_operational,Is it correct to / Can I,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_186a6281-9d9c-4336-9211-4dad07e68597,test,Extraversion,,,Casual Knowledge Domain,Community Engagement,6-8,girl,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_33aee979-247d-4cb5-a486-9956153fc18f,test,Extraversion,,,Relationship Domain,Self,16-18,nonbinary,high,formal_operational,Should I,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_5b0fa8b8-017f-4919-9cab-ba2408cc7550,test,Extraversion,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,Give me,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_655f759d-0065-4425-bd38-aa8d2012b497,test,Extraversion,,,Casual Knowledge Domain,Common Sense,6-8,boy,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_a3c901b4-121c-47c6-9186-70e8bcfcc1ae,test,Extraversion,,,Casual Knowledge Domain,Internet Interaction,9-12,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_a5799f96-f5a5-4fe9-a37d-574b21c72c02,test,Extraversion,,,Casual Knowledge Domain,Common Sense,6-8,boy,high,concrete_operational,How do,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_ea1ffa0c-14ef-45f5-a618-0e422519d2f6,test,Extraversion,,,Casual Knowledge Domain,Internet Interaction,13-15,nonbinary,low,formal_operational,Should I,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_f187b738-9434-42c0-8aef-d8d524db609c,test,Extraversion,,,Casual Knowledge Domain,Internet Interaction,9-12,nonbinary,low,concrete_operational,Should I,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_0318cc1c-2b18-4b73-bec6-97cac6087801,test,Neuroticism,,,Academic Domain,Academic Standing,16-18,girl,high,formal_operational,Should I,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_25522096-71c0-4c19-b591-e18c8678a528,test,Neuroticism,,,Relationship Domain,Family,9-12,girl,high,concrete_operational,Why,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_4b212e7f-7453-44eb-b9d1-bf38dbeffd77,test,Neuroticism,,,Relationship Domain,Self,16-18,girl,high,formal_operational,Statement,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_56fe7555-cca5-4ea1-8171-64bd0b673b17,test,Neuroticism,,,Relationship Domain,Friendship,9-12,girl,high,concrete_operational,Should I,admin_upload,,True,1,0,1,0,1773429347951,1773456924624
scenario_62863633-baff-469b-b436-8d75f0f5a1ec,test,Neuroticism,,,Casual Knowledge Domain,Human Nature,6-8,nonbinary,high,concrete_operational,Why,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_c051bcaa-ce71-4909-9397-e55237159244,test,Neuroticism,,,Relationship Domain,Friendship,13-15,nonbinary,high,formal_operational,Should I,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_db2a35fa-4e67-4b70-bdfd-917413395e22,test,Neuroticism,,,Relationship Domain,Self,13-15,girl,high,formal_operational,Statement,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_db6b4331-ff1c-4744-946a-d903d28c8c19,test,Neuroticism,,,Casual Knowledge Domain,Health,13-15,girl,high,formal_operational,What are / what-if,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_df97bb02-d3ef-40ad-93a8-4d64c2f4054a,test,Neuroticism,,,Casual Knowledge Domain,Health,13-15,girl,high,formal_operational,How do,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_0e5b63fd-9636-4e94-9580-1a7e55fcd749,test,Openness,,,Casual Knowledge Domain,Politics,13-15,boy,high,formal_operational,Why,admin_upload,,True,1,0,0,0,1773429347951,1773429505322
scenario_19d631c7-1673-471d-8a1b-ddda2dc52775,test,Openness,,,Relationship Domain,Self,13-15,girl,high,formal_operational,What are / what-if,admin_upload,,True,1,0,1,0,1773429347951,1773456943941
scenario_2a50f1cc-3f59-4ac0-aeca-6f775e141b8a,test,Openness,,,Casual Knowledge Domain,Politics,16-18,nonbinary,high,formal_operational,Journalistic,admin_upload,,True,1,0,0,0,1773429347951,1773429505188
scenario_462489c5-5bea-444b-b8f2-e2efafa0ebce,test,Openness,,,Casual Knowledge Domain,STEM,9-12,boy,high,concrete_operational,Why,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_4b936c52-fd82-4608-9876-4f5a6b70dab8,test,Openness,,,Casual Knowledge Domain,Common Sense,6-8,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,1,1,0,0,1773429347951,1773456941226
scenario_a174a5e2-894e-417a-bfda-95516569e73d,test,Openness,,,Casual Knowledge Domain,Protective Measures,13-15,nonbinary,high,formal_operational,How do,admin_upload,,True,1,1,0,0,1773429347951,1773431217397
scenario_aa1f7e78-72b3-4c2d-9cc2-56a10c89ca3b,test,Openness,,,Casual Knowledge Domain,Finance,16-18,boy,low,formal_operational,Is it correct to / Can I,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_d391a8f8-2703-419e-aa25-32031d0b3ef4,test,Openness,,,Casual Knowledge Domain,Common Sense,6-8,girl,high,concrete_operational,Give me,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_dc70a288-e5c9-4cde-b4fb-dde6f1c3cde1,test,Openness,,,Casual Knowledge Domain,STEM,9-12,nonbinary,high,concrete_operational,What are / what-if,admin_upload,,True,1,1,0,0,1773429347951,1773431164162
scenario_ecc66aa8-9731-48bc-8dba-f1fee4b77db4,test,Openness,,,Casual Knowledge Domain,Common Sense,16-18,girl,high,formal_operational,Give me,admin_upload,,True,1,0,0,0,1773429347951,1773429504561
scenario_f1868ed0-86dd-4748-91b2-c43f3ae85095,test,Openness,,,Casual Knowledge Domain,Common Sense,9-12,boy,low,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
scenario_f323e6ef-d69d-4586-a304-2c82ffeb4578,test,Openness,,,Casual Knowledge Domain,STEM,6-8,girl,high,concrete_operational,Why,admin_upload,,True,1,0,1,0,1773429347951,1773456946276
scenario_f3dad3d9-2369-4fd2-936c-c26ebf32d467,test,Openness,,,Casual Knowledge Domain,Protective Measures,13-15,boy,low,formal_operational,Give me,admin_upload,,True,0,0,0,0,1773429347951,1773429347951
