concern_item_id,highlight_id,concern_code
9cb8c26e-3cc4-49f0-8d84-6dfdf5a4ba87,969365c8-5411-4d1e-b98d-1c6e3fa2fc16,Response Usefulness
93aae8d8-d751-4f79-b9d4-8602cc1d0d2c,b516b693-3aa5-4c7a-bff0-9b5080549ebd,Response Identification of the Root Cause
6614b6d8-771f-4b88-9b42-1c6d4bab66fc,b516b693-3aa5-4c7a-bff0-9b5080549ebd,Response Identification of the Root Cause
eacc4987-6bc7-4a06-9b84-d6ba62b21554,d75beff8-5919-419e-80c4-7f3c2757bea5,Response Usefulness
93aae8d8-d751-4f79-b9d4-8602cc1d0d2c,d75beff8-5919-419e-80c4-7f3c2757bea5,Response Usefulness
93ab4ef8-1a88-415d-be3d-df9a33cb378a,d75beff8-5919-419e-80c4-7f3c2757bea5,Response Usefulness
93aae8d8-d751-4f79-b9d4-8602cc1d0d2c,dc27089f-fecc-44c2-b59e-36a96c20d14c,Response Identification of the Root Cause
6614b6d8-771f-4b88-9b42-1c6d4bab66fc,dc27089f-fecc-44c2-b59e-36a96c20d14c,Response Identification of the Root Cause
93ab4ef8-1a88-415d-be3d-df9a33cb378a,dc27089f-fecc-44c2-b59e-36a96c20d14c,Response Identification of the Root Cause
add3dd01-8dd3-41c2-ae2e-8045443dd873,dc27089f-fecc-44c2-b59e-36a96c20d14c,Response Identification of the Root Cause
abebc30a-844e-4441-9459-c809c9c941eb,39f64685-75fa-4d3b-b40d-4c5d9541f7ba,Response Usefulness
36fbae2a-ee00-435d-b20a-2f24e65ce31d,39f64685-75fa-4d3b-b40d-4c5d9541f7ba,Response Usefulness
83587839-a0bb-4143-8d48-418eaedbe7a3,199cc77a-cbf4-4150-b0d8-4cc1fb3b1d88,Response Usefulness
b64d357d-6f9f-4f48-8c7a-a97cd31f9996,feab9f30-a02c-4ebb-a3f5-0b587232ae99,Child Intentions
bfc57ebf-a16e-46a7-a2d9-f5a9da349b88,7e61fd4a-18ce-46b0-9a60-9dbbb89834d8,Response Usefulness
1d2f6e2b-091c-43d8-acad-b2c7e658a7b7,7e61fd4a-18ce-46b0-9a60-9dbbb89834d8,Response Usefulness
50e3e9ab-7959-4e25-af21-1d5d66cd083c,7e61fd4a-18ce-46b0-9a60-9dbbb89834d8,Response Usefulness
5609f75c-5d68-4e3d-9b52-45d7016683e3,e3a49dfd-5d09-46de-884e-ba98994f6515,Response Usefulness
019ff0d9-d47c-4842-8df0-868390135c9a,e3a49dfd-5d09-46de-884e-ba98994f6515,Response Usefulness
aedb2358-f7bd-4bd7-b82e-5d01d7aa1d92,85981316-b360-4b98-a3f3-873bb9533a36,Response Usefulness
0492a688-3cd1-46ae-a925-b137b9ef2d09,85981316-b360-4b98-a3f3-873bb9533a36,Response Usefulness
2c4918d0-6404-4d78-bee1-89f000ec2add,85981316-b360-4b98-a3f3-873bb9533a36,Response Usefulness
83110433-c270-4dfb-98b8-28421916b9b8,dc70b305-da24-438d-a8e7-80bc31e2a586,Response Identification of the Root Cause
9c38f713-2881-4b69-ae2e-56f0f63b5dd0,dc70b305-da24-438d-a8e7-80bc31e2a586,Response Identification of the Root Cause
4353be82-2b38-4bfc-84e3-4942be4a2c58,852de557-6389-442b-b140-05c0785a4527,Response Identification of the Root Cause
2f5465a8-9828-4bdd-9fe2-06d5d4346df2,852de557-6389-442b-b140-05c0785a4527,Response Identification of the Root Cause
a8c9aeb1-3d31-43d5-a18c-1456e4c2c182,852de557-6389-442b-b140-05c0785a4527,Response Identification of the Root Cause
c00a7fad-e21f-470e-b5e8-a7c1d5aa12a2,09cf87bd-f69a-45b5-a450-d5af10cf68ea,Response Complexity
f62aa03e-3c6d-4ceb-a29c-914db28d77a2,4907b739-fa60-4b2a-99c9-14487df70678,Response Could Evoke Strong Emotion
f622f74e-3dd9-4542-840a-cde6b8f626ef,4907b739-fa60-4b2a-99c9-14487df70678,Response Could Evoke Strong Emotion
f86896fb-a732-45ed-ace3-cbf8c0b50711,9fc7463e-b3b0-4e3c-a8aa-4bad2448d2d8,Response Usefulness
1e252162-558d-49ab-85cb-a94094f5abff,9fc7463e-b3b0-4e3c-a8aa-4bad2448d2d8,Response Usefulness
bfc57ebf-a16e-46a7-a2d9-f5a9da349b88,39be0da3-55f0-41ea-97ad-3cf5392c7d19,Response Usefulness
1d2f6e2b-091c-43d8-acad-b2c7e658a7b7,39be0da3-55f0-41ea-97ad-3cf5392c7d19,Response Usefulness
a53c9de2-972e-43fa-b62a-dec78deebfd0,39be0da3-55f0-41ea-97ad-3cf5392c7d19,Response Usefulness
5ab6efc0-0949-49d4-8fb9-0f4953000e1f,39be0da3-55f0-41ea-97ad-3cf5392c7d19,Response Usefulness
5609f75c-5d68-4e3d-9b52-45d7016683e3,b3dbdf12-1dc8-4d58-a825-1a2e2dac63f8,Response Usefulness
809436f0-e836-4666-82fd-a2f83e910f16,b3dbdf12-1dc8-4d58-a825-1a2e2dac63f8,Response Usefulness
4b21ffc5-f55b-4957-8709-f3b83c3bd132,182c55a3-56ea-48b3-8329-4d11e8eaa906,Parents Trust of Model Capabilities
3661f83c-2a8b-4743-ad2e-af844a0aaea6,7c5b14ef-f405-4efe-9234-0ef75436c53e,Response Could Evoke Strong Emotion
3661f83c-2a8b-4743-ad2e-af844a0aaea6,86815bbf-7eea-47f3-8adb-7e830c910bf6,Response Could Evoke Strong Emotion
61c3113a-0bc5-4034-9bc6-1d85aebe661b,86815bbf-7eea-47f3-8adb-7e830c910bf6,Response Could Evoke Strong Emotion
c530cb1f-e6d7-4def-a4dd-e204a879b386,86815bbf-7eea-47f3-8adb-7e830c910bf6,Response Could Evoke Strong Emotion
3661f83c-2a8b-4743-ad2e-af844a0aaea6,b7c66ac6-9959-4c74-93cf-5dfa87ec4563,Response Could Evoke Strong Emotion
61c3113a-0bc5-4034-9bc6-1d85aebe661b,b7c66ac6-9959-4c74-93cf-5dfa87ec4563,Response Could Evoke Strong Emotion
c530cb1f-e6d7-4def-a4dd-e204a879b386,b7c66ac6-9959-4c74-93cf-5dfa87ec4563,Response Could Evoke Strong Emotion
1bd889f8-5abd-4def-a33e-258f09b24998,cb7f657e-e39d-450d-83ac-3d428862f0ba,Response Risk Awareness
1bd889f8-5abd-4def-a33e-258f09b24998,4be5d2c5-48c4-4be1-bc7d-c00ed435b06f,Response Risk Awareness
47adc3dc-d436-4251-8e44-76b3d149a5e3,1c7efd15-9751-47a1-8a98-fbb82f71d2a1,Response Organization
1bd889f8-5abd-4def-a33e-258f09b24998,dfae9406-aefd-4a98-88d1-3553b08239e2,Response Risk Awareness
47adc3dc-d436-4251-8e44-76b3d149a5e3,dfae9406-aefd-4a98-88d1-3553b08239e2,Response Risk Awareness
1f2ded10-c4ab-4120-9e29-4cef78847092,dfae9406-aefd-4a98-88d1-3553b08239e2,Response Risk Awareness
78d7ae3c-e4af-4c1d-b0fe-9244a88a4e8e,36312dfa-0807-4b23-88eb-d58322efffb8,Response Could Evoke Strong Emotion
692059a1-d75d-47f4-9911-0a7cf5ee610f,169f0351-9a0c-4c4b-acf9-ee82c9df2bc2,Response Usefulness
ed799196-350d-4139-89d8-8c9f75acba23,f23e38d4-c667-4852-9ce6-4975eb90492c,Child Intentions
ed799196-350d-4139-89d8-8c9f75acba23,8c716673-23f4-4307-85a3-adcba7dd8806,Child Intentions
b304398c-51f6-4290-8c3e-d574424c9740,8c716673-23f4-4307-85a3-adcba7dd8806,Child Intentions
0ece1fa8-ff8d-4c69-b9d5-a64d091f8bdf,8c716673-23f4-4307-85a3-adcba7dd8806,Child Intentions
b0c578fd-7dd9-41a5-b9b7-51eae312d3f8,bfd95dba-8c63-4f8e-a1f8-abaa6d794966,Response Usefulness
ed799196-350d-4139-89d8-8c9f75acba23,4c99097d-8306-47c4-917f-0593d5d514b8,Response Identification of the Root Cause
937c1bf2-4749-49c0-91db-17db0ead85dc,e42b2b76-9b45-42bc-94fc-00cac1248777,Child Intentions
061dd4b7-1531-4c2d-a4b6-0642e37776ed,e42b2b76-9b45-42bc-94fc-00cac1248777,Child Intentions
604e30b9-3d4d-45b4-bc62-85b34dce3820,e4eff6c5-5f25-4086-af34-9dba9d84d90c,Response Organization
9887143c-a3fc-46fa-bfac-c2cfa12f42be,b0c34725-b3ff-4aef-80b0-dca4b95a3c02,Response Usefulness
2bf47902-b2ca-4a6e-a50e-5af68a882cc4,3cb1e02f-4240-4d6c-b486-f37b5851ccd3,Response Risk Awareness
ae2e4f9f-3f40-4c8a-9b37-f9640b554c98,41caecb8-ee84-473f-bbdc-5d2491348087,Response Usefulness
713437f6-5297-4af4-8ab7-91122b0362d6,235a8a54-763f-48b8-bf0c-4f609b1c97e5,Response Organization
01df75ff-a945-49f7-aac8-68354cd75260,41a0327c-31a8-4cd6-a777-b67266aec39a,Response Usefulness
b0d5b444-10ab-490f-94d0-a793c8490742,253d6821-9a2d-4c0a-ab9b-1d6ff360afd0,Response Risk Awareness
61cf5610-41d2-4173-a6e2-dd0ccbfd60fb,cc01a2b2-6e49-4a72-9190-7c958abf9bbc,Response Risk Awareness
c9e59c80-2e46-4891-8937-8c3665f1ad1d,bd9132f1-9cbc-4375-96ed-b2b6be0c79fa,Response Risk Awareness
c19e89e0-4bea-47ef-8b91-bc51cf3fceef,80372c35-a710-4e62-8dc1-dcf16897c82b,Response Usefulness
50bb4774-dd4c-47a2-8bef-585eab9caa1c,80372c35-a710-4e62-8dc1-dcf16897c82b,Response Usefulness
e5c2e0f5-4e64-456d-8620-7fe03bb18255,80372c35-a710-4e62-8dc1-dcf16897c82b,Response Usefulness
c19e89e0-4bea-47ef-8b91-bc51cf3fceef,ea9aae48-dd28-4269-b17b-5c0a6b156f22,Response Usefulness
50bb4774-dd4c-47a2-8bef-585eab9caa1c,ea9aae48-dd28-4269-b17b-5c0a6b156f22,Response Usefulness
e5c2e0f5-4e64-456d-8620-7fe03bb18255,ea9aae48-dd28-4269-b17b-5c0a6b156f22,Response Usefulness
c19e89e0-4bea-47ef-8b91-bc51cf3fceef,e760bd29-50b4-42d2-9db3-3db1f4dd5f43,Response Usefulness
50bb4774-dd4c-47a2-8bef-585eab9caa1c,e760bd29-50b4-42d2-9db3-3db1f4dd5f43,Response Usefulness
e5c2e0f5-4e64-456d-8620-7fe03bb18255,e760bd29-50b4-42d2-9db3-3db1f4dd5f43,Response Usefulness
7868c2b4-12e8-4174-88c6-e68dc8e3004d,bc527690-6edd-4a40-8ed6-0a01bc9f9211,Response Usefulness
3d22126e-5c9c-4f3d-baf7-5db9ad28dd95,18d077d7-e38a-4a04-adb9-781a63be6d95,Response Usefulness
4372d926-afc7-4486-a32c-177f8d2aa261,c8fde879-de66-4021-94a5-389f48561aa7,Response Usefulness
a5c0eaae-6eb5-4aa2-9ecf-f98f2101d3fb,f9317574-c231-4460-96be-e7d308697deb,Response Usefulness
3664b7ba-0bfd-4e33-b056-7d97fb01522a,492a047a-e594-4a92-bf10-b68105893e35,Response Usefulness
ea9de917-c47a-4427-89df-3d4161d999c5,41237324-ff92-4180-89c8-0c1df53d01d3,Response Usefulness
ea9de917-c47a-4427-89df-3d4161d999c5,2b5d6c86-716b-434a-b0d7-9fdaca801bba,Response Usefulness
7174d8f0-6a6c-4084-bd72-a781c1cf4b57,b9a979bd-5bd3-4f7d-af91-e34f3a637506,Response Complexity
bf6f54c3-0692-45d2-bc1b-636c0e9ff926,2b8ec1be-7b72-4b10-b83c-301ac6c881e3,Response Could Evoke Strong Emotion
bfb16bbb-1026-4661-a975-e4c01e135fe1,483a4aac-68fe-4515-9e15-2857f73ca562,Response Could Evoke Strong Emotion
e3bb1c1a-84be-4046-8108-e57438f51eaf,35ec056c-f127-46be-ba9f-cf18a66de179,Response Usefulness
bec22771-cb28-462a-b532-716b8f4a370e,5b5a7577-f6fe-4b30-be29-702a6e19ac5e,Response Usefulness
705bcb0f-0d17-4cbe-8e01-3b3655545522,bfe2ae59-0483-4221-ae94-6828738ecbd5,Child Intentions
aac3ad1b-9895-4bc3-a05f-779dc1bad0b8,2018e935-104c-43cc-b994-8b85d9b56df3,Response Usefulness
76d24c3a-01b1-4e1c-a4f7-8b7bee9d9f84,c409b772-7961-4465-899a-aa2d395c1f3b,Child Intentions
8bceb42b-d400-4870-b0c6-d8daf7ffdd12,6471d8c1-01ad-4803-a243-635da0130196,Response Usefulness
3bde279b-d4ff-4047-a932-386f14822588,cb2de3de-b866-44fd-b56f-11d3411f8a66,Response Usefulness
40d0ec09-6ea0-43da-b2fb-84f9ff74251e,c860bf7c-c8ed-4521-8744-d0a6689aa1ab,Response Usefulness
8a4ac36e-162e-46eb-a621-cd2385a1abf9,a6d990f5-dbc2-4973-b649-d275c03f373e,Response Usefulness
480b9466-c9a2-4615-b922-b9718447ce39,ebc42260-7a18-4462-913b-23bf3183fe33,Response Usefulness
480b9466-c9a2-4615-b922-b9718447ce39,0c05fd7f-b9a5-4060-b7fb-3cb423c26220,Response Usefulness
cb0969e7-e0f7-425c-a645-62b6a5a59b37,56b2bdd6-bd43-4856-9ee0-7b3b81dac324,Response Usefulness
d2325de7-656c-4f6a-8c66-ff6ea7e0d2cb,56b2bdd6-bd43-4856-9ee0-7b3b81dac324,Response Usefulness
a50bfd89-2761-40a5-bc08-d0af05ddee76,99dd73b5-3f00-4685-a688-3f856219389a,Response Complexity
7d4e370b-a2d0-49ad-a87e-099c1479e24a,c28eedc0-7580-4969-8137-b237a2db83d2,Response Could Evoke Strong Emotion
7d4e370b-a2d0-49ad-a87e-099c1479e24a,92a0641e-c4af-4510-937a-79fd14aea7e0,Response Could Evoke Strong Emotion
7d4e370b-a2d0-49ad-a87e-099c1479e24a,1cd32808-15d2-44f7-9e18-09a48606e1e0,Response Could Evoke Strong Emotion
ff8ea104-666c-4ddd-bc77-d1430d037d36,b20db67b-ac91-4254-999d-5cd50ce1b753,Response Usefulness
950941e1-01e7-4830-a028-a990fefeabd6,7a045af7-a044-46e0-ad02-46fd936ee67f,Response Complexity
215d3f07-9f32-4de3-8d3d-60eeb1fc7b31,03792646-f2c9-4208-bf49-18c5087ff35f,Response Identification of the Root Cause
33b63601-482d-4519-8828-2e9247e2ae2b,a55790fb-f0e9-44b1-a89c-9aa1bc7c8828,Response Usefulness
43bd342e-0213-4bf3-b003-65b196083f78,9062207e-06ba-4a27-a159-7a4cecd425ea,Response Usefulness
31c3f780-5ddf-4381-a8fd-3813e6ff7239,aa96dd5e-9aa2-4f29-b113-9c126dde1cd9,Response Could Evoke Strong Emotion
3bbb9f1b-4503-43be-b09b-35ba1a5b5658,4b033d01-497f-4fba-aa04-5bf3d981e845,Response Usefulness
1393a282-a5f4-4b80-9a68-9a999ac92e1b,1d4acdc6-2859-42ab-b998-096771bc6887,Response Usefulness
31c3f780-5ddf-4381-a8fd-3813e6ff7239,47c5cd1e-5c52-4911-abe8-d3df1c6e9eaa,Response Could Evoke Strong Emotion
31c3f780-5ddf-4381-a8fd-3813e6ff7239,92c009c7-a198-4fce-95e0-e33a24549a70,Response Could Evoke Strong Emotion
23c0760e-b91a-4d8d-ba02-8f3c46b7dce5,389f839b-6ebb-4a62-bb26-aa28efeaecd5,Response Risk Awareness
23c0760e-b91a-4d8d-ba02-8f3c46b7dce5,4360498b-d910-4e06-834b-9d5a2390df52,Response Risk Awareness
23c0760e-b91a-4d8d-ba02-8f3c46b7dce5,c28b1710-2832-46f8-89f9-4faf50a8019c,Response Risk Awareness
ef67adfe-5ada-44e5-95cb-788798f5999e,7de77362-c215-441f-ac8d-a55b026e3542,Response Usefulness
bf82c929-764e-431d-a342-989fda6d40eb,b1d0455c-c925-43ce-a594-9fd18bae5baa,Response Usefulness
392cc92b-cb94-4b9a-afc7-8d6948e160fc,e98496f4-b5cc-421c-8668-58de10155ccf,Child Intentions
392cc92b-cb94-4b9a-afc7-8d6948e160fc,d5bbc97d-0278-49e3-a6c0-432d78523adb,Child Intentions
239374cd-eda3-4f55-a6a9-cd5676c26400,605f3143-f199-4ca7-b3c0-8f3d9d17bdec,Response Usefulness
7ac05468-1846-453c-846e-668f85c7e1a3,d734eba2-cc84-4432-853c-e7e107d28019,Response Usefulness
69eadb6e-e1a2-4e94-88d3-89db8944cdec,0fd7bc5c-e6df-487a-9987-85640f655a32,Response Usefulness
0ed626c4-5e1c-44e3-af62-85d47b90cbc5,471593eb-6b53-49c1-b92a-379b98e78beb,Response Usefulness
10ba8bdf-3120-4e03-9e38-db2e82e10b59,3dd5697a-4c11-4979-be4c-6a524693d3ea,Response Usefulness
10ba8bdf-3120-4e03-9e38-db2e82e10b59,72145c6e-045b-4316-acbc-4db31bc20d9d,Response Usefulness
7ac05468-1846-453c-846e-668f85c7e1a3,f8fdbc97-5727-4838-b784-9f768dc24e5f,Response Usefulness
7ac05468-1846-453c-846e-668f85c7e1a3,2aaeec6f-7b74-489a-93a8-9d049070b786,Response Usefulness
dcaf7873-bc9b-42f6-8b1f-78049bd0fced,33308404-2aab-4e2b-a148-136c907103c1,Response Risk Awareness
dcaf7873-bc9b-42f6-8b1f-78049bd0fced,74f18548-c8c0-4ed2-917a-9ab1df4b9b6a,Response Risk Awareness
dcaf7873-bc9b-42f6-8b1f-78049bd0fced,0c367808-cdd8-4305-b356-37f2cc13c394,Response Risk Awareness
dcaf7873-bc9b-42f6-8b1f-78049bd0fced,c0835fd4-4f7d-4782-b93b-6b160ee375c7,Response Risk Awareness
20f5f69a-a0e2-4f3f-becd-77e50b60b7a2,e84abda3-9c35-4a00-999f-313df39b7ca0,Response Usefulness
1058feba-5e82-4386-b6c5-a9c8796cf4eb,e84abda3-9c35-4a00-999f-313df39b7ca0,Response Usefulness
d278fbf1-46ab-4d09-b359-61287c679869,7877a0c6-9c38-4885-b64c-d0bd3ec78186,Response Risk Awareness
4b7326e4-0c6f-427a-bab1-af3ba17a5346,7b0b7681-9ea2-46de-a602-a0941aa5e104,Child Intentions
59fa00ef-f8fb-47d3-af6e-7696c2f0edce,7b0b7681-9ea2-46de-a602-a0941aa5e104,Child Intentions
709374f9-bcfb-4dc8-ad11-9fe76f0d0bbb,581adb26-a840-42c3-81e0-e0eaf0aa60fc,Response Contradicts Itself
d51c5bd5-ef3b-4364-bcb9-1f07a97b3da4,581adb26-a840-42c3-81e0-e0eaf0aa60fc,Response Contradicts Itself
026ba2b0-3af7-4eb1-b833-cda56fefdea5,3d64a62e-4d45-4e04-91b5-766e236492d9,Response Usefulness
5848ec43-5619-4cee-b156-c11e6b634890,3d64a62e-4d45-4e04-91b5-766e236492d9,Response Usefulness
cd5d8167-be62-4537-883d-bc5cdb153590,7084b004-e4c5-4d12-a59b-133cd0cc5c2f,Response Usefulness
be682e76-57e3-42d4-ae7e-b5e513db402b,e304671e-b755-4ea4-a231-5ea31fc7b4c7,Response Usefulness
c73fc1c7-d685-44fe-aba5-a6b62b627d72,fb831073-75e1-4388-a06a-04a985c30b31,Response Usefulness
