scenario_id,set_name,trait,polarity,prompt_style,domain,subdomain,age_band,gender_identity,trait_level,piaget_stage,intent,source,model_name,is_active,n_assigned,n_completed,n_skipped,n_abandoned,created_at,updated_at
scenario_962a147d-6f52-4c67-9d2e-b1abf6850c17,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,6-8,nonbinary,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,2,1,0,0,1775102816602,1775681822034
scenario_bd76b005-486a-485f-952c-3f70baa2a65d,pilot,Conscientiousness,,,Academic Domain,HW,16-18,boy,low,formal_operational,How-to / Step-by-step,admin_upload,,True,2,2,0,0,1775102816602,1775682955807
scenario_e8b87edf-4f36-405d-b4b6-7d3eb800fcc5,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,How-to / Step-by-step,admin_upload,,True,2,1,1,0,1775102816602,1775757782774
scenario_ec6d3ad4-d4af-48bd-947b-aa7e5435c92f,pilot,Conscientiousness,,,Casual Knowledge Domain,Protective Measures,16-18,girl,high,formal_operational,Is it correct to / Can I,admin_upload,,True,2,1,0,0,1775102816602,1775684861701
scenario_fd08d23b-03b5-440c-9be0-134306cf5a56,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,2,1,1,0,1775102816602,1775757778271
scenario_021f9e99-9685-421e-9050-2afbe4f4be93,pilot,Extraversion,,,Casual Knowledge Domain,Internet Interaction,9-12,nonbinary,low,concrete_operational,Should I,admin_upload,,True,2,1,0,0,1775102816602,1775827419317
scenario_2ce54b82-60c1-4cf3-b15b-0f3543cc29ab,pilot,Extraversion,,,Casual Knowledge Domain,Community Engagement,6-8,girl,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,3,2,0,0,1775102816602,1775688851584
scenario_64641066-c4fe-41fd-a9a6-f3a723086523,pilot,Extraversion,,,Casual Knowledge Domain,Internet Interaction,13-15,nonbinary,low,formal_operational,Should I,admin_upload,,True,3,2,1,1,1775102816602,1775739379102
scenario_78977613-cfbe-4f19-be64-c604ab9a81ba,pilot,Extraversion,,,Casual Knowledge Domain,Common Sense,6-8,boy,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,1,0,0,0,1775102816602,1775682340671
scenario_8b7e2e49-0535-4e31-a5fb-d6aa8c24c5eb,pilot,Extraversion,,,Casual Knowledge Domain,Internet Interaction,9-12,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,2,1,0,0,1775102816602,1775685330754
scenario_91ce23ff-6462-4529-a193-d34a485441f0,pilot,Extraversion,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,Give me,admin_upload,,True,5,4,0,0,1775102816602,1775828468591
scenario_ad40c233-fee2-4d6c-86a3-7f269191a23c,pilot,Extraversion,,,Casual Knowledge Domain,Common Sense,6-8,boy,high,concrete_operational,How do,admin_upload,,True,4,3,0,0,1775102816602,1775689625856
scenario_b4a47314-1b67-48c7-b860-ca9770163d29,pilot,Extraversion,,,Relationship Domain,Self,16-18,nonbinary,high,formal_operational,Should I,admin_upload,,True,2,2,0,0,1775102816602,1775827908886
scenario_04064481-ba5a-45be-a03e-729d4ca10587,pilot,Neuroticism,,,Casual Knowledge Domain,Health,13-15,girl,high,formal_operational,How do,admin_upload,,True,6,4,2,0,1775102816602,1775827709491
scenario_19dc9fc1-9d9d-4fd9-b203-5802d3c8dd6b,pilot,Neuroticism,,,Academic Domain,Academic Standing,16-18,girl,high,formal_operational,Should I,admin_upload,,True,3,2,1,0,1775102816602,1775828263050
scenario_724696cd-c132-48de-9a74-15c999a3a5a2,pilot,Neuroticism,,,Relationship Domain,Self,16-18,girl,high,formal_operational,Statement,admin_upload,,True,2,0,0,0,1775102816602,1775739379271
scenario_7c8b9f5e-ca3e-48f7-91fa-6ab34632d103,pilot,Neuroticism,,,Relationship Domain,Family,9-12,girl,high,concrete_operational,Why,admin_upload,,True,4,3,0,0,1775102816602,1775827692131
scenario_8cdb2d18-800b-4388-a432-8f9a9abed2fc,pilot,Neuroticism,,,Relationship Domain,Self,13-15,girl,high,formal_operational,Statement,admin_upload,,True,3,1,1,0,1775102816602,1775699467595
scenario_8ea236ee-bcfc-4836-a685-63744c4671be,pilot,Neuroticism,,,Casual Knowledge Domain,Human Nature,6-8,nonbinary,high,concrete_operational,Why,admin_upload,,True,3,1,1,0,1775102816602,1775689625649
scenario_93355aab-6a8f-4568-93c8-a053bc7640a3,pilot,Neuroticism,,,Casual Knowledge Domain,Health,13-15,girl,high,formal_operational,What are / what-if,admin_upload,,True,2,1,0,0,1775102816602,1775697044511
scenario_a14ed80b-4028-4c1b-a6b1-04c6c087c77d,pilot,Neuroticism,,,Relationship Domain,Friendship,9-12,girl,high,concrete_operational,Should I,admin_upload,,True,3,2,1,0,1775102816602,1775826963910
scenario_a40f57ac-d7e8-4c59-814d-422fa28ab01e,pilot,Neuroticism,,,Relationship Domain,Friendship,13-15,nonbinary,high,formal_operational,Should I,admin_upload,,True,2,2,0,0,1775102816602,1775827038617
scenario_2100da29-7bea-4a57-867c-3dd6560ddbca,pilot,Openness,,,Casual Knowledge Domain,Politics,13-15,boy,high,formal_operational,Why,admin_upload,,True,3,1,0,0,1775102816602,1775681822236
scenario_47436efa-efe9-4834-a1cc-5ed41119d7c7,pilot,Openness,,,Casual Knowledge Domain,STEM,9-12,boy,high,concrete_operational,Why,admin_upload,,True,2,2,0,0,1775102816602,1775828414285
scenario_4a646170-1816-4dc9-9fcd-1e01dda7595d,pilot,Openness,,,Relationship Domain,Self,13-15,girl,high,formal_operational,What are / what-if,admin_upload,,True,4,2,0,0,1775102816602,1775826919414
scenario_6f3ca510-5791-4d85-ae7c-6d86ad5d091e,pilot,Openness,,,Casual Knowledge Domain,Common Sense,6-8,girl,high,concrete_operational,Give me,admin_upload,,True,2,2,0,0,1775102816602,1775828006341
scenario_7473ecbc-135a-404b-9c50-32dce6ac010f,pilot,Openness,,,Casual Knowledge Domain,STEM,6-8,girl,high,concrete_operational,Why,admin_upload,,True,2,1,0,0,1775102816602,1775680701102
scenario_80b3da93-1ac1-4367-aae4-214db4f4305b,pilot,Openness,,,Casual Knowledge Domain,STEM,9-12,nonbinary,high,concrete_operational,What are / what-if,admin_upload,,True,2,1,0,0,1775102816602,1775684691449
scenario_8ce654c7-2fce-4021-83d0-201b2615f075,pilot,Openness,,,Casual Knowledge Domain,Common Sense,6-8,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,3,2,1,0,1775102816602,1775683054358
scenario_91d10a5b-c7c1-4b8d-9c60-6b279efe8149,pilot,Openness,,,Casual Knowledge Domain,Common Sense,16-18,girl,high,formal_operational,Give me,admin_upload,,True,2,2,0,0,1775102816602,1775827385823
scenario_a405a3fb-7d1e-467d-9d3d-6ddc5e4bc7cd,pilot,Openness,,,Casual Knowledge Domain,Common Sense,9-12,boy,low,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,2,2,0,0,1775102816602,1775826733339
scenario_a46404a8-80ca-44f3-aa1c-4ea933e34033,pilot,Openness,,,Casual Knowledge Domain,Protective Measures,13-15,nonbinary,high,formal_operational,How do,admin_upload,,True,1,0,0,0,1775102816602,1775681905186
scenario_ac2b338a-a37e-46b6-9c43-54fe26120e85,pilot,Openness,,,Casual Knowledge Domain,Politics,16-18,nonbinary,high,formal_operational,Journalistic,admin_upload,,True,2,1,1,0,1775102816602,1775828164176
scenario_bb9a08a1-1b7b-40a5-b04a-eed6cf1bcf8a,pilot,Openness,,,Casual Knowledge Domain,Protective Measures,13-15,boy,low,formal_operational,Give me,admin_upload,,True,2,2,0,0,1775102816602,1775699450792
scenario_f6ff33c1-fc74-4465-a3ab-c2789819bdee,pilot,Openness,,,Casual Knowledge Domain,Finance,16-18,boy,low,formal_operational,Is it correct to / Can I,admin_upload,,True,4,2,2,0,1775102816602,1775689937114
