scenario_id,set_name,trait,polarity,prompt_style,domain,subdomain,age_band,gender_identity,trait_level,piaget_stage,intent,source,model_name,is_active,n_assigned,n_completed,n_skipped,n_abandoned,created_at,updated_at
scenario_18b0b84d-f464-411c-a119-a44d32e17e6e,pilot,Conscientiousness,,,Casual Knowledge Domain,Protective Measures,16-18,girl,high,formal_operational,Is it correct to / Can I,admin_upload,,True,1,0,0,0,1773535974611,1773581963879
scenario_25de3fde-24d0-4756-82c3-420fecbfe24b,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,How-to / Step-by-step,admin_upload,,True,1,0,0,0,1773535974611,1773536120492
scenario_3485e22c-e9ae-48da-96e3-6194b2c9567a,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,1,0,1,0,1773535974611,1773581706779
scenario_3ae7e5c7-ad62-4df3-a02b-01788209b934,pilot,Conscientiousness,,,Casual Knowledge Domain,Privacy,16-18,nonbinary,low,formal_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1773535974611,1773535974611
scenario_5daa6f09-3b9d-4bba-90c2-88aff29d1b80,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,6-8,nonbinary,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,1,0,1,0,1773535974611,1773536065010
scenario_9e6d9d99-18b0-44f3-9ad7-d30473ce18f6,pilot,Conscientiousness,,,Casual Knowledge Domain,Finance,13-15,nonbinary,low,formal_operational,How-to / Step-by-step,admin_upload,,True,2,0,1,0,1773535974611,1773581963386
scenario_a111926a-9357-48e6-9ce1-b36801235d7e,pilot,Conscientiousness,,,Academic Domain,HW,13-15,boy,low,formal_operational,How do,admin_upload,,True,1,0,0,1,1773535974611,1773583925871
scenario_b29800c8-2d4f-4225-b46c-cc534dab7ea5,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,How-to / Step-by-step,admin_upload,,True,3,0,2,0,1773535974611,1773582952795
scenario_e027280c-86fb-44a0-9508-8e9e757fc1a5,pilot,Conscientiousness,,,Academic Domain,STEM,9-12,boy,high,concrete_operational,Is it correct to / Can I,admin_upload,,True,1,1,0,0,1773535974611,1773582871669
scenario_ef7a4728-b37e-4ae3-b6d5-cb939c4b4c9b,pilot,Conscientiousness,,,Casual Knowledge Domain,Health,6-8,girl,low,concrete_operational,Is it correct to / Can I,admin_upload,,True,0,0,0,0,1773535974611,1773535974611
scenario_018143b7-856b-4fe4-a752-9e09771321ef,pilot,Extraversion,,,Casual Knowledge Domain,Internet Interaction,9-12,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,1,0,1,0,1773535974611,1773580896940
scenario_105fe67f-945e-49aa-8cbe-4ff90c2ed2c5,pilot,Extraversion,,,Casual Knowledge Domain,Community Engagement,6-8,girl,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,1,0,0,0,1773535974611,1773536120888
scenario_152aa0fb-563f-44cb-8b86-909a6e4d3409,pilot,Extraversion,,,Casual Knowledge Domain,Internet Interaction,9-12,nonbinary,low,concrete_operational,Should I,admin_upload,,True,2,1,1,0,1773535974611,1773582652826
scenario_92f6c4b3-d1c3-4032-8dba-ecdd4ce74b34,pilot,Extraversion,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,Give me,admin_upload,,True,1,1,0,0,1773535974611,1773580643674
scenario_b41b5ae0-a1e8-4c78-a08d-76a6865d2cc7,pilot,Extraversion,,,Casual Knowledge Domain,Internet Interaction,13-15,nonbinary,low,formal_operational,Should I,admin_upload,,True,1,0,1,0,1773535974611,1773582938299
scenario_c7f32c32-d4fa-4273-b67c-16954fac801b,pilot,Extraversion,,,Casual Knowledge Domain,Common Sense,6-8,boy,high,concrete_operational,How do,admin_upload,,True,2,0,1,0,1773535974611,1773586730981
scenario_d418b3c8-d2bb-4047-a511-876249d7d29a,pilot,Extraversion,,,Casual Knowledge Domain,Common Sense,6-8,boy,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,0,0,0,0,1773535974611,1773535974611
scenario_e6a12d63-bd87-48fc-8632-d1a106722f21,pilot,Extraversion,,,Relationship Domain,Self,16-18,nonbinary,high,formal_operational,Should I,admin_upload,,True,1,0,0,0,1773535974611,1773581963740
scenario_095d250d-cd10-4f89-b675-befd305f5c6c,pilot,Neuroticism,,,Casual Knowledge Domain,Human Nature,6-8,nonbinary,high,concrete_operational,Why,admin_upload,,True,1,0,1,0,1773535974611,1773536054713
scenario_1f7e3e9f-104e-4d20-8f4d-eb38741168ca,pilot,Neuroticism,,,Casual Knowledge Domain,Health,13-15,girl,high,formal_operational,What are / what-if,admin_upload,,True,2,0,1,0,1773535974611,1773581608153
scenario_30a97a5f-bd1d-4a94-aafa-dfefedc043b1,pilot,Neuroticism,,,Relationship Domain,Friendship,9-12,girl,high,concrete_operational,Should I,admin_upload,,True,0,0,0,0,1773535974611,1773535974611
scenario_53100321-f14e-4aca-b909-d0a0a31a67f9,pilot,Neuroticism,,,Relationship Domain,Self,16-18,girl,high,formal_operational,Statement,admin_upload,,True,1,0,1,0,1773535974611,1773586695237
scenario_5f37ed6d-ef58-4159-8adf-a0895b3f5c0c,pilot,Neuroticism,,,Relationship Domain,Family,9-12,girl,high,concrete_operational,Why,admin_upload,,True,1,0,1,0,1773535974611,1773581672258
scenario_7ca5a386-7a92-45d2-9d1f-8683528c7a83,pilot,Neuroticism,,,Academic Domain,Academic Standing,16-18,girl,high,formal_operational,Should I,admin_upload,,True,1,0,0,0,1773535974611,1773581963970
scenario_8f257c66-70d8-461a-960c-e8a9fab1643f,pilot,Neuroticism,,,Relationship Domain,Self,13-15,girl,high,formal_operational,Statement,admin_upload,,True,1,0,0,0,1773535974611,1773580369879
scenario_bb91cc66-3dcd-4742-9d2e-039d99e6c5af,pilot,Neuroticism,,,Relationship Domain,Friendship,13-15,nonbinary,high,formal_operational,Should I,admin_upload,,True,1,0,1,0,1773535974611,1773581681057
scenario_daec2991-149b-4321-93f6-6439101c3952,pilot,Neuroticism,,,Casual Knowledge Domain,Health,13-15,girl,high,formal_operational,How do,admin_upload,,True,1,0,0,0,1773535974611,1773580370266
scenario_0aad0a8c-2808-4c4a-9f89-f62934ae8900,pilot,Openness,,,Casual Knowledge Domain,Protective Measures,13-15,boy,low,formal_operational,Give me,admin_upload,,True,1,0,0,0,1773535974611,1773580016603
scenario_2d022b72-9f72-41df-a54b-5c0372443482,pilot,Openness,,,Casual Knowledge Domain,STEM,9-12,boy,high,concrete_operational,Why,admin_upload,,True,0,0,0,0,1773535974611,1773535974611
scenario_536ff45e-c750-4caf-bfca-f302bd6c1e1c,pilot,Openness,,,Casual Knowledge Domain,Common Sense,6-8,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,1,0,1,0,1773535974611,1773581069200
scenario_6faed67e-56ca-436d-9cf9-df813042f433,pilot,Openness,,,Casual Knowledge Domain,STEM,6-8,girl,high,concrete_operational,Why,admin_upload,,True,1,0,1,0,1773535974611,1773585525660
scenario_738508a2-e19d-450e-aea1-729c6d6d7519,pilot,Openness,,,Casual Knowledge Domain,STEM,9-12,nonbinary,high,concrete_operational,What are / what-if,admin_upload,,True,1,0,0,0,1773535974611,1773580370584
scenario_7b797f3d-7c6c-4b81-a1b4-c7f3d28bb2c4,pilot,Openness,,,Casual Knowledge Domain,Common Sense,16-18,girl,high,formal_operational,Give me,admin_upload,,True,1,0,1,0,1773535974611,1773536067173
scenario_9f5a2ecb-f5fe-43db-aef2-af849a754c27,pilot,Openness,,,Casual Knowledge Domain,Common Sense,9-12,boy,low,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,2,0,1,0,1773535974611,1773581636170
scenario_ac648fe1-d25f-4658-9118-27ce5fbc43fd,pilot,Openness,,,Casual Knowledge Domain,Politics,16-18,nonbinary,high,formal_operational,Journalistic,admin_upload,,True,0,0,0,0,1773535974611,1773535974611
scenario_add09651-971c-4e07-86a3-1601ff31a22c,pilot,Openness,,,Relationship Domain,Self,13-15,girl,high,formal_operational,What are / what-if,admin_upload,,True,4,1,3,0,1773535974611,1773585707816
scenario_cd7d1a4c-8926-4684-add4-9800d9b3568d,pilot,Openness,,,Casual Knowledge Domain,Politics,13-15,boy,high,formal_operational,Why,admin_upload,,True,2,0,1,0,1773535974611,1773585886472
scenario_cf37bd89-cba6-4107-8578-9f8be367d788,pilot,Openness,,,Casual Knowledge Domain,Finance,16-18,boy,low,formal_operational,Is it correct to / Can I,admin_upload,,True,1,0,0,0,1773535974611,1773580016298
scenario_e13b93d8-ad0c-4c19-a8b5-8148acafe297,pilot,Openness,,,Casual Knowledge Domain,Protective Measures,13-15,nonbinary,high,formal_operational,How do,admin_upload,,True,1,1,0,0,1773535974611,1773581245994
scenario_fc2b8772-2ea7-4eaf-8c95-39519020aa3a,pilot,Openness,,,Casual Knowledge Domain,Common Sense,6-8,girl,high,concrete_operational,Give me,admin_upload,,True,1,0,1,0,1773535974611,1773580412238
