scenario_id,set_name,trait,polarity,prompt_style,domain,subdomain,age_band,gender_identity,trait_level,piaget_stage,intent,source,model_name,is_active,n_assigned,n_completed,n_skipped,n_abandoned,created_at,updated_at
scenario_7509b0ae-5019-498e-98e0-775d5c56a496,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,6-8,nonbinary,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_c9338fa8-2d57-4a14-85b3-05b47ed03df1,pilot,Conscientiousness,,,Casual Knowledge Domain,Privacy,16-18,nonbinary,low,formal_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_d24b8acf-de6a-4681-bf53-d0e3b098f67f,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_dd7321bb-0c36-427c-8d80-a9d990cf316e,pilot,Conscientiousness,,,Academic Domain,STEM,9-12,boy,high,concrete_operational,Is it correct to / Can I,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_f5350812-dd2c-4bb1-b34b-52a97f86d755,pilot,Conscientiousness,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_fcc6c7d0-12d9-467e-8079-a18cdc24538a,pilot,Conscientiousness,,,Casual Knowledge Domain,Health,6-8,girl,low,concrete_operational,Is it correct to / Can I,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_3537fb56-a3f8-4984-a764-b7436bf7c32d,pilot,Extraversion,,,Casual Knowledge Domain,Internet Interaction,9-12,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_5345b3ed-87e2-4b03-824a-1eeced5cca01,pilot,Extraversion,,,Relationship Domain,Self,16-18,nonbinary,high,formal_operational,Should I,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_60e64704-ff99-4712-8eec-b3fe0df0a701,pilot,Extraversion,,,Casual Knowledge Domain,Common Sense,9-12,girl,high,concrete_operational,Give me,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_819b6494-4c04-4f99-a189-0b39de5807cc,pilot,Extraversion,,,Casual Knowledge Domain,Internet Interaction,9-12,nonbinary,low,concrete_operational,Should I,admin_upload,,True,1,0,0,0,1774471053376,1774471083198
scenario_8469d819-3bc2-4dc2-9753-df07f832b958,pilot,Extraversion,,,Casual Knowledge Domain,Common Sense,6-8,boy,high,concrete_operational,How do,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_9bf89f68-5d5b-41d5-9eca-1df05b427c92,pilot,Extraversion,,,Casual Knowledge Domain,Common Sense,6-8,boy,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_e5742426-d1db-4d08-a47f-c4a98d7d121d,pilot,Extraversion,,,Casual Knowledge Domain,Community Engagement,6-8,girl,high,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_f4e100ea-8aac-4fea-ba38-2cce1bb79494,pilot,Extraversion,,,Casual Knowledge Domain,Internet Interaction,13-15,nonbinary,low,formal_operational,Should I,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_1d3315cf-8e2a-4f44-b167-89997a3230a4,pilot,Neuroticism,,,Casual Knowledge Domain,Health,13-15,girl,high,formal_operational,What are / what-if,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_4967c677-d936-4062-9804-152310e89fd2,pilot,Neuroticism,,,Academic Domain,Academic Standing,16-18,girl,high,formal_operational,Should I,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_4d322fe3-f1ea-4a55-93fd-6f43286e99d8,pilot,Neuroticism,,,Relationship Domain,Self,13-15,girl,high,formal_operational,Statement,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_79a0ea68-1903-4a2d-a61a-c5c30ffb7ea9,pilot,Neuroticism,,,Relationship Domain,Friendship,9-12,girl,high,concrete_operational,Should I,admin_upload,,True,1,0,0,0,1774471053376,1774471083025
scenario_885ac006-5aff-4925-a8cc-c66818b64dfd,pilot,Neuroticism,,,Relationship Domain,Self,16-18,girl,high,formal_operational,Statement,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_8cccd0c4-2179-43b7-b0b9-fac239fdba85,pilot,Neuroticism,,,Casual Knowledge Domain,Human Nature,6-8,nonbinary,high,concrete_operational,Why,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_99e8a39d-1621-4720-9fe2-b33751be394c,pilot,Neuroticism,,,Relationship Domain,Family,9-12,girl,high,concrete_operational,Why,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_beb9a444-8c60-4bcf-95c1-2adfcc3ccfca,pilot,Neuroticism,,,Relationship Domain,Friendship,13-15,nonbinary,high,formal_operational,Should I,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_ddc623bb-3042-48c9-8cec-cfcc4548acc4,pilot,Neuroticism,,,Casual Knowledge Domain,Health,13-15,girl,high,formal_operational,How do,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_0039a91c-dcd8-4d42-9511-f16ba3e70fd0,pilot,Openness,,,Casual Knowledge Domain,STEM,9-12,nonbinary,high,concrete_operational,What are / what-if,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_290924dd-605c-4073-a450-7b9d899c922b,pilot,Openness,,,Casual Knowledge Domain,Protective Measures,13-15,nonbinary,high,formal_operational,How do,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_400b541e-5d47-4531-8153-eb40099a66ae,pilot,Openness,,,Casual Knowledge Domain,Common Sense,16-18,girl,high,formal_operational,Give me,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_5bae6105-ae11-4647-9faa-876c392bfef8,pilot,Openness,,,Casual Knowledge Domain,Politics,16-18,nonbinary,high,formal_operational,Journalistic,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_6c0d549e-198c-4d21-a03c-b10264bd906e,pilot,Openness,,,Casual Knowledge Domain,Politics,13-15,boy,high,formal_operational,Why,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_71f63bcb-db96-4d32-93c3-6a8eb2489324,pilot,Openness,,,Casual Knowledge Domain,Finance,16-18,boy,low,formal_operational,Is it correct to / Can I,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_77767ec2-4796-49e8-90cc-10533379532f,pilot,Openness,,,Casual Knowledge Domain,Common Sense,9-12,boy,low,concrete_operational,Who / What / When / Where / Is There / Tell me,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_8b3bb477-1926-4a9f-b0b5-5162241bf2e0,pilot,Openness,,,Casual Knowledge Domain,STEM,6-8,girl,high,concrete_operational,Why,admin_upload,,True,1,0,0,0,1774471053376,1774471082686
scenario_8dca47d6-b905-46ca-a595-609a86c2140d,pilot,Openness,,,Casual Knowledge Domain,Common Sense,6-8,boy,low,concrete_operational,How-to / Step-by-step,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_bfc03352-4191-4ece-b134-844c8ae7a9ee,pilot,Openness,,,Relationship Domain,Self,13-15,girl,high,formal_operational,What are / what-if,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_c24b1cbe-7f12-4a39-9ecb-ef2baef02407,pilot,Openness,,,Casual Knowledge Domain,Common Sense,6-8,girl,high,concrete_operational,Give me,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_da71e4f2-aa33-4dad-b919-169b179bc7bb,pilot,Openness,,,Casual Knowledge Domain,Protective Measures,13-15,boy,low,formal_operational,Give me,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
scenario_f7886b30-1c4c-41cc-a8a6-30099bc8e816,pilot,Openness,,,Casual Knowledge Domain,STEM,9-12,boy,high,concrete_operational,Why,admin_upload,,True,0,0,0,0,1774471053376,1774471053376
